FECHA_MUESTRA,TIPO,UBICACION,GENERO,GRUPO_ETARIO,N
18JAN2021:00:00:00,testeos,Ezeiza,M,70-79,12
18JAN2021:00:00:00,testeos,Ezeiza,M,80 y más,1
18JAN2021:00:00:00,testeos,La Rural,F,0-19,196
18JAN2021:00:00:00,testeos,La Rural,F,20-29,316
18JAN2021:00:00:00,testeos,La Rural,F,30-39,384
18JAN2021:00:00:00,testeos,La Rural,F,40-49,337
18JAN2021:00:00:00,testeos,La Rural,F,50-59,196
18JAN2021:00:00:00,testeos,La Rural,F,60-69,117
18JAN2021:00:00:00,testeos,La Rural,F,70-79,39
18JAN2021:00:00:00,testeos,La Rural,F,80 y más,17
19JAN2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,40
19JAN2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,16
19JAN2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,8
19JAN2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,2
19JAN2021:00:00:00,positivos,Callao | USAM,F,20-29,2
19JAN2021:00:00:00,positivos,Callao | USAM,F,30-39,1
19JAN2021:00:00:00,positivos,Callao | USAM,M,20-29,2
19JAN2021:00:00:00,positivos,Callao | USAM,M,40-49,2
19JAN2021:00:00:00,positivos,CEC,M,20-29,1
19JAN2021:00:00:00,positivos,Costa Salguero,F,0-19,9
19JAN2021:00:00:00,positivos,Costa Salguero,F,20-29,17
19JAN2021:00:00:00,positivos,Costa Salguero,F,30-39,3
19JAN2021:00:00:00,positivos,Costa Salguero,F,40-49,6
19JAN2021:00:00:00,positivos,Costa Salguero,F,50-59,2
19JAN2021:00:00:00,positivos,Costa Salguero,F,60-69,3
19JAN2021:00:00:00,positivos,Costa Salguero,M,0-19,14
19JAN2021:00:00:00,positivos,Costa Salguero,M,20-29,14
19JAN2021:00:00:00,positivos,Costa Salguero,M,30-39,19
19JAN2021:00:00:00,positivos,Costa Salguero,M,40-49,2
19JAN2021:00:00:00,positivos,Costa Salguero,M,50-59,5
19JAN2021:00:00:00,positivos,Costa Salguero,M,60-69,2
19JAN2021:00:00:00,positivos,Costa Salguero,M,70-79,1
19JAN2021:00:00:00,positivos,Edificio Munich,F,20-29,4
19JAN2021:00:00:00,positivos,Edificio Munich,F,40-49,1
19JAN2021:00:00:00,positivos,Edificio Munich,F,60-69,1
19JAN2021:00:00:00,positivos,Edificio Munich,M,20-29,3
19JAN2021:00:00:00,positivos,Edificio Munich,M,30-39,4
19JAN2021:00:00:00,positivos,Edificio Munich,M,40-49,4
19JAN2021:00:00:00,positivos,Edificio Munich,M,60-69,4
19JAN2021:00:00:00,positivos,Ezeiza,F,0-19,5
19JAN2021:00:00:00,positivos,Ezeiza,F,20-29,28
19JAN2021:00:00:00,positivos,Ezeiza,F,30-39,4
19JAN2021:00:00:00,positivos,Ezeiza,F,40-49,1
19JAN2021:00:00:00,positivos,Ezeiza,M,0-19,2
19JAN2021:00:00:00,positivos,Ezeiza,M,20-29,21
19JAN2021:00:00:00,positivos,Ezeiza,M,30-39,2
19JAN2021:00:00:00,positivos,La Rural,F,0-19,8
19JAN2021:00:00:00,positivos,La Rural,F,20-29,13
19JAN2021:00:00:00,positivos,La Rural,F,30-39,4
19JAN2021:00:00:00,positivos,La Rural,F,40-49,8
19JAN2021:00:00:00,positivos,La Rural,F,50-59,2
19JAN2021:00:00:00,positivos,La Rural,F,60-69,3
19JAN2021:00:00:00,positivos,La Rural,M,0-19,6
19JAN2021:00:00:00,positivos,La Rural,M,20-29,16
19JAN2021:00:00:00,positivos,La Rural,M,30-39,5
19JAN2021:00:00:00,positivos,La Rural,M,40-49,1
19JAN2021:00:00:00,positivos,La Rural,M,50-59,2
19JAN2021:00:00:00,positivos,La Rural,M,60-69,4
19JAN2021:00:00:00,positivos,La Rural,M,70-79,2
19JAN2021:00:00:00,positivos,Terminal Dellepiane,F,0-19,5
19JAN2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,3
19JAN2021:00:00:00,positivos,Terminal Dellepiane,M,0-19,3
19JAN2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,4
19JAN2021:00:00:00,positivos,Terminal Dellepiane,M,30-39,2
19JAN2021:00:00:00,positivos,Terminal Dellepiane,M,40-49,2
20JAN2021:00:00:00,testeos,Callao | USAM,F,0-19,18
20JAN2021:00:00:00,testeos,Callao | USAM,F,20-29,66
20JAN2021:00:00:00,testeos,Callao | USAM,F,30-39,93
20JAN2021:00:00:00,testeos,Callao | USAM,F,40-49,57
20JAN2021:00:00:00,testeos,Callao | USAM,F,50-59,44
20JAN2021:00:00:00,testeos,Callao | USAM,F,60-69,26
20JAN2021:00:00:00,testeos,Callao | USAM,F,70-79,16
20JAN2021:00:00:00,testeos,Callao | USAM,F,80 y más,2
20JAN2021:00:00:00,testeos,Callao | USAM,M,0-19,5
20JAN2021:00:00:00,testeos,Callao | USAM,M,20-29,68
20JAN2021:00:00:00,testeos,Callao | USAM,M,30-39,80
20JAN2021:00:00:00,testeos,Callao | USAM,M,40-49,52
20JAN2021:00:00:00,testeos,Callao | USAM,M,50-59,43
20JAN2021:00:00:00,testeos,Callao | USAM,M,60-69,21
20JAN2021:00:00:00,testeos,Callao | USAM,M,70-79,12
20JAN2021:00:00:00,testeos,Callao | USAM,M,80 y más,2
20JAN2021:00:00:00,testeos,CEC,F,0-19,3
20JAN2021:00:00:00,testeos,CEC,F,20-29,16
20JAN2021:00:00:00,testeos,CEC,F,30-39,7
20JAN2021:00:00:00,testeos,CEC,F,40-49,7
20JAN2021:00:00:00,testeos,CEC,F,50-59,9
20JAN2021:00:00:00,testeos,CEC,F,60-69,4
20JAN2021:00:00:00,testeos,CEC,F,70-79,1
20JAN2021:00:00:00,testeos,CEC,F,80 y más,1
20JAN2021:00:00:00,testeos,CEC,M,0-19,4
20JAN2021:00:00:00,testeos,CEC,M,20-29,21
20JAN2021:00:00:00,testeos,CEC,M,30-39,8
20JAN2021:00:00:00,testeos,CEC,M,40-49,11
20JAN2021:00:00:00,testeos,CEC,M,50-59,3
20JAN2021:00:00:00,testeos,CEC,M,60-69,4
20JAN2021:00:00:00,testeos,CEC,M,70-79,1
20JAN2021:00:00:00,testeos,CEC,M,80 y más,1
20JAN2021:00:00:00,testeos,Costa Salguero,F,0-19,269
20JAN2021:00:00:00,testeos,Costa Salguero,F,20-29,363
20JAN2021:00:00:00,testeos,Costa Salguero,F,30-39,396
20JAN2021:00:00:00,testeos,Costa Salguero,F,40-49,431
20JAN2021:00:00:00,testeos,Costa Salguero,F,50-59,317
20JAN2021:00:00:00,testeos,Costa Salguero,F,60-69,166
20JAN2021:00:00:00,testeos,Costa Salguero,F,70-79,74
20JAN2021:00:00:00,testeos,Costa Salguero,F,80 y más,20
20JAN2021:00:00:00,testeos,Costa Salguero,M,0-19,245
20JAN2021:00:00:00,testeos,Costa Salguero,M,20-29,329
20JAN2021:00:00:00,testeos,Costa Salguero,M,30-39,384
20JAN2021:00:00:00,testeos,Costa Salguero,M,40-49,439
20JAN2021:00:00:00,testeos,Costa Salguero,M,50-59,355
20JAN2021:00:00:00,testeos,Costa Salguero,M,60-69,210
20JAN2021:00:00:00,testeos,Costa Salguero,M,70-79,96
20JAN2021:00:00:00,testeos,Costa Salguero,M,80 y más,15
20JAN2021:00:00:00,testeos,Edificio Munich,F,0-19,54
20JAN2021:00:00:00,testeos,Edificio Munich,F,20-29,108
20JAN2021:00:00:00,testeos,Edificio Munich,F,30-39,120
20JAN2021:00:00:00,testeos,Edificio Munich,F,40-49,91
20JAN2021:00:00:00,testeos,Edificio Munich,F,50-59,54
20JAN2021:00:00:00,testeos,Edificio Munich,F,60-69,30
20JAN2021:00:00:00,testeos,Edificio Munich,F,70-79,14
20JAN2021:00:00:00,testeos,Edificio Munich,F,80 y más,6
20JAN2021:00:00:00,testeos,Edificio Munich,M,0-19,32
20JAN2021:00:00:00,testeos,Edificio Munich,M,20-29,107
20JAN2021:00:00:00,testeos,Edificio Munich,M,30-39,117
20JAN2021:00:00:00,testeos,Edificio Munich,M,40-49,108
20JAN2021:00:00:00,testeos,Edificio Munich,M,50-59,57
20JAN2021:00:00:00,testeos,Edificio Munich,M,60-69,26
20JAN2021:00:00:00,testeos,Edificio Munich,M,70-79,16
20JAN2021:00:00:00,testeos,Ezeiza,F,0-19,73
20JAN2021:00:00:00,testeos,Ezeiza,F,20-29,289
20JAN2021:00:00:00,testeos,Ezeiza,F,30-39,207
20JAN2021:00:00:00,testeos,Ezeiza,F,40-49,105
20JAN2021:00:00:00,testeos,Ezeiza,F,50-59,73
20JAN2021:00:00:00,testeos,Ezeiza,F,60-69,55
20JAN2021:00:00:00,testeos,Ezeiza,F,70-79,17
20JAN2021:00:00:00,testeos,Ezeiza,F,80 y más,5
20JAN2021:00:00:00,testeos,Ezeiza,M,0-19,53
20JAN2021:00:00:00,testeos,Ezeiza,M,20-29,223
20JAN2021:00:00:00,testeos,Ezeiza,M,30-39,182
20JAN2021:00:00:00,testeos,Ezeiza,M,40-49,106
20JAN2021:00:00:00,testeos,Ezeiza,M,50-59,45
20JAN2021:00:00:00,testeos,Ezeiza,M,60-69,29
20JAN2021:00:00:00,testeos,Ezeiza,M,70-79,6
20JAN2021:00:00:00,testeos,Ezeiza,M,80 y más,3
20JAN2021:00:00:00,testeos,La Rural,F,0-19,177
20JAN2021:00:00:00,testeos,La Rural,F,20-29,257
20JAN2021:00:00:00,testeos,La Rural,F,30-39,325
20JAN2021:00:00:00,testeos,La Rural,F,40-49,294
20JAN2021:00:00:00,testeos,La Rural,F,50-59,175
20JAN2021:00:00:00,testeos,La Rural,F,60-69,99
20JAN2021:00:00:00,testeos,La Rural,F,70-79,43
20JAN2021:00:00:00,testeos,La Rural,F,80 y más,17
20JAN2021:00:00:00,testeos,La Rural,M,0-19,146
20JAN2021:00:00:00,testeos,La Rural,M,20-29,284
20JAN2021:00:00:00,testeos,La Rural,M,30-39,284
20JAN2021:00:00:00,testeos,La Rural,M,40-49,286
20JAN2021:00:00:00,testeos,La Rural,M,50-59,166
20JAN2021:00:00:00,testeos,La Rural,M,60-69,105
20JAN2021:00:00:00,testeos,La Rural,M,70-79,46
20JAN2021:00:00:00,testeos,La Rural,M,80 y más,6
20JAN2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,43
20JAN2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,170
20JAN2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,105
20JAN2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,66
20JAN2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,56
20JAN2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,40
20JAN2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,20
20JAN2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,4
20JAN2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,54
20JAN2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,139
20JAN2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,88
20JAN2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,51
20JAN2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,44
20JAN2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,20
20JAN2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,10
20JAN2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,2
20JAN2021:00:00:00,positivos,Callao | USAM,F,0-19,2
20JAN2021:00:00:00,positivos,Callao | USAM,F,20-29,1
20JAN2021:00:00:00,positivos,Callao | USAM,F,40-49,2
20JAN2021:00:00:00,positivos,Callao | USAM,M,20-29,3
20JAN2021:00:00:00,positivos,Callao | USAM,M,30-39,2
20JAN2021:00:00:00,positivos,Callao | USAM,M,40-49,1
20JAN2021:00:00:00,positivos,CEC,F,0-19,1
20JAN2021:00:00:00,positivos,CEC,F,20-29,3
20JAN2021:00:00:00,positivos,CEC,F,30-39,1
20JAN2021:00:00:00,positivos,CEC,F,50-59,1
20JAN2021:00:00:00,positivos,CEC,F,60-69,1
20JAN2021:00:00:00,positivos,CEC,M,20-29,1
20JAN2021:00:00:00,positivos,Costa Salguero,F,0-19,6
20JAN2021:00:00:00,positivos,Costa Salguero,F,20-29,15
20JAN2021:00:00:00,positivos,Costa Salguero,F,30-39,6
20JAN2021:00:00:00,positivos,Costa Salguero,F,40-49,7
20JAN2021:00:00:00,positivos,Costa Salguero,F,50-59,9
20JAN2021:00:00:00,positivos,Costa Salguero,F,70-79,2
20JAN2021:00:00:00,positivos,Costa Salguero,M,0-19,9
20JAN2021:00:00:00,positivos,Costa Salguero,M,20-29,18
20JAN2021:00:00:00,positivos,Costa Salguero,M,30-39,10
20JAN2021:00:00:00,positivos,Costa Salguero,M,40-49,7
20JAN2021:00:00:00,positivos,Costa Salguero,M,50-59,6
20JAN2021:00:00:00,positivos,Costa Salguero,M,60-69,1
20JAN2021:00:00:00,positivos,Costa Salguero,M,70-79,2
20JAN2021:00:00:00,positivos,Edificio Munich,F,0-19,5
20JAN2021:00:00:00,positivos,Edificio Munich,F,20-29,3
20JAN2021:00:00:00,positivos,Edificio Munich,F,30-39,2
20JAN2021:00:00:00,positivos,Edificio Munich,F,40-49,2
20JAN2021:00:00:00,positivos,Edificio Munich,F,50-59,1
20JAN2021:00:00:00,positivos,Edificio Munich,M,20-29,6
20JAN2021:00:00:00,positivos,Edificio Munich,M,30-39,8
20JAN2021:00:00:00,positivos,Edificio Munich,M,40-49,3
20JAN2021:00:00:00,positivos,Ezeiza,F,0-19,9
20JAN2021:00:00:00,positivos,Ezeiza,F,20-29,23
20JAN2021:00:00:00,positivos,Ezeiza,F,30-39,5
20JAN2021:00:00:00,positivos,Ezeiza,F,40-49,3
20JAN2021:00:00:00,positivos,Ezeiza,F,50-59,1
20JAN2021:00:00:00,positivos,Ezeiza,F,60-69,1
20JAN2021:00:00:00,positivos,Ezeiza,M,0-19,7
20JAN2021:00:00:00,positivos,Ezeiza,M,20-29,14
20JAN2021:00:00:00,positivos,Ezeiza,M,30-39,4
20JAN2021:00:00:00,positivos,Ezeiza,M,40-49,3
20JAN2021:00:00:00,positivos,La Rural,F,0-19,11
20JAN2021:00:00:00,positivos,La Rural,F,20-29,19
20JAN2021:00:00:00,positivos,La Rural,F,30-39,8
20JAN2021:00:00:00,positivos,La Rural,F,40-49,5
20JAN2021:00:00:00,positivos,La Rural,F,50-59,2
20JAN2021:00:00:00,positivos,La Rural,F,60-69,5
20JAN2021:00:00:00,positivos,La Rural,F,70-79,3
20JAN2021:00:00:00,positivos,La Rural,M,0-19,6
20JAN2021:00:00:00,positivos,La Rural,M,20-29,20
20JAN2021:00:00:00,positivos,La Rural,M,30-39,6
20JAN2021:00:00:00,positivos,La Rural,M,40-49,7
20JAN2021:00:00:00,positivos,La Rural,M,50-59,2
20JAN2021:00:00:00,positivos,La Rural,M,60-69,2
20JAN2021:00:00:00,positivos,La Rural,M,70-79,1
20JAN2021:00:00:00,positivos,Terminal Dellepiane,F,50-59,1
20JAN2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,4
21JAN2021:00:00:00,testeos,Callao | USAM,F,0-19,26
21JAN2021:00:00:00,testeos,Callao | USAM,F,20-29,75
21JAN2021:00:00:00,testeos,Callao | USAM,F,30-39,69
21JAN2021:00:00:00,testeos,Callao | USAM,F,40-49,55
21JAN2021:00:00:00,testeos,Callao | USAM,F,50-59,42
21JAN2021:00:00:00,testeos,Callao | USAM,F,60-69,26
21JAN2021:00:00:00,testeos,Callao | USAM,F,70-79,11
21JAN2021:00:00:00,testeos,Callao | USAM,F,80 y más,2
21JAN2021:00:00:00,testeos,Callao | USAM,M,0-19,36
21JAN2021:00:00:00,testeos,Callao | USAM,M,20-29,45
21JAN2021:00:00:00,testeos,Callao | USAM,M,30-39,54
21JAN2021:00:00:00,testeos,Callao | USAM,M,40-49,42
21JAN2021:00:00:00,testeos,Callao | USAM,M,50-59,28
21JAN2021:00:00:00,testeos,Callao | USAM,M,60-69,33
21JAN2021:00:00:00,testeos,Callao | USAM,M,70-79,8
21JAN2021:00:00:00,testeos,CEC,F,0-19,4
21JAN2021:00:00:00,testeos,CEC,F,20-29,6
21JAN2021:00:00:00,testeos,CEC,F,30-39,10
21JAN2021:00:00:00,testeos,CEC,F,40-49,16
21JAN2021:00:00:00,testeos,CEC,F,50-59,4
21JAN2021:00:00:00,testeos,CEC,F,60-69,1
21JAN2021:00:00:00,testeos,CEC,F,70-79,1
21JAN2021:00:00:00,testeos,CEC,F,80 y más,3
21JAN2021:00:00:00,testeos,CEC,M,0-19,5
21JAN2021:00:00:00,testeos,CEC,M,20-29,5
21JAN2021:00:00:00,testeos,CEC,M,30-39,6
21JAN2021:00:00:00,testeos,CEC,M,40-49,10
21JAN2021:00:00:00,testeos,CEC,M,50-59,6
21JAN2021:00:00:00,testeos,CEC,M,60-69,2
21JAN2021:00:00:00,testeos,CEC,M,70-79,3
21JAN2021:00:00:00,testeos,Costa Salguero,F,0-19,119
21JAN2021:00:00:00,testeos,Costa Salguero,F,20-29,192
21JAN2021:00:00:00,testeos,Costa Salguero,F,30-39,197
21JAN2021:00:00:00,testeos,Costa Salguero,F,40-49,191
21JAN2021:00:00:00,testeos,Costa Salguero,F,50-59,129
21JAN2021:00:00:00,testeos,Costa Salguero,F,60-69,71
21JAN2021:00:00:00,testeos,Costa Salguero,F,70-79,24
21JAN2021:00:00:00,testeos,Costa Salguero,F,80 y más,8
21JAN2021:00:00:00,testeos,Costa Salguero,M,0-19,116
21JAN2021:00:00:00,testeos,Costa Salguero,M,20-29,187
21JAN2021:00:00:00,testeos,Costa Salguero,M,30-39,211
21JAN2021:00:00:00,testeos,Costa Salguero,M,40-49,202
21JAN2021:00:00:00,testeos,Costa Salguero,M,50-59,161
21JAN2021:00:00:00,testeos,Costa Salguero,M,60-69,113
21JAN2021:00:00:00,testeos,Costa Salguero,M,70-79,41
21JAN2021:00:00:00,testeos,Costa Salguero,M,80 y más,10
21JAN2021:00:00:00,testeos,Edificio Munich,F,0-19,44
21JAN2021:00:00:00,testeos,Edificio Munich,F,20-29,120
21JAN2021:00:00:00,testeos,Edificio Munich,F,30-39,120
21JAN2021:00:00:00,testeos,Edificio Munich,F,40-49,93
21JAN2021:00:00:00,testeos,Edificio Munich,F,50-59,77
21JAN2021:00:00:00,testeos,Edificio Munich,F,60-69,45
21JAN2021:00:00:00,testeos,Edificio Munich,F,70-79,9
21JAN2021:00:00:00,testeos,Edificio Munich,F,80 y más,1
21JAN2021:00:00:00,testeos,Edificio Munich,M,0-19,34
21JAN2021:00:00:00,testeos,Edificio Munich,M,20-29,105
21JAN2021:00:00:00,testeos,Edificio Munich,M,30-39,103
21JAN2021:00:00:00,testeos,Edificio Munich,M,40-49,92
21JAN2021:00:00:00,testeos,Edificio Munich,M,50-59,49
21JAN2021:00:00:00,testeos,Edificio Munich,M,60-69,44
21JAN2021:00:00:00,testeos,Edificio Munich,M,70-79,8
21JAN2021:00:00:00,testeos,Edificio Munich,M,80 y más,2
21JAN2021:00:00:00,testeos,Ezeiza,F,0-19,79
21JAN2021:00:00:00,testeos,Ezeiza,F,20-29,287
18JAN2021:00:00:00,testeos,La Rural,M,0-19,175
18JAN2021:00:00:00,testeos,La Rural,M,20-29,275
18JAN2021:00:00:00,testeos,La Rural,M,30-39,356
18JAN2021:00:00:00,testeos,La Rural,M,40-49,335
18JAN2021:00:00:00,testeos,La Rural,M,50-59,221
18JAN2021:00:00:00,testeos,La Rural,M,60-69,115
18JAN2021:00:00:00,testeos,La Rural,M,70-79,42
18JAN2021:00:00:00,testeos,La Rural,M,80 y más,10
18JAN2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,63
18JAN2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,259
18JAN2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,176
18JAN2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,115
18JAN2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,82
18JAN2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,54
18JAN2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,11
23JAN2021:00:00:00,testeos,Ezeiza,F,30-39,318
23JAN2021:00:00:00,testeos,Ezeiza,F,40-49,159
23JAN2021:00:00:00,testeos,Ezeiza,F,50-59,138
23JAN2021:00:00:00,testeos,Ezeiza,F,60-69,63
23JAN2021:00:00:00,testeos,Ezeiza,F,70-79,22
23JAN2021:00:00:00,testeos,Ezeiza,F,80 y más,6
23JAN2021:00:00:00,testeos,Ezeiza,M,0-19,78
23JAN2021:00:00:00,testeos,Ezeiza,M,20-29,296
23JAN2021:00:00:00,testeos,Ezeiza,M,30-39,276
23JAN2021:00:00:00,testeos,Ezeiza,M,40-49,121
23JAN2021:00:00:00,testeos,Ezeiza,M,50-59,105
23JAN2021:00:00:00,testeos,Ezeiza,M,60-69,42
23JAN2021:00:00:00,testeos,Ezeiza,M,70-79,16
23JAN2021:00:00:00,testeos,Ezeiza,M,80 y más,1
23JAN2021:00:00:00,testeos,La Rural,F,0-19,195
23JAN2021:00:00:00,testeos,La Rural,F,20-29,221
23JAN2021:00:00:00,testeos,La Rural,F,30-39,221
23JAN2021:00:00:00,testeos,La Rural,F,40-49,249
23JAN2021:00:00:00,testeos,La Rural,F,50-59,208
23JAN2021:00:00:00,testeos,La Rural,F,60-69,79
23JAN2021:00:00:00,testeos,La Rural,F,70-79,21
23JAN2021:00:00:00,testeos,La Rural,F,80 y más,6
23JAN2021:00:00:00,testeos,La Rural,M,0-19,170
23JAN2021:00:00:00,testeos,La Rural,M,20-29,172
23JAN2021:00:00:00,testeos,La Rural,M,30-39,233
23JAN2021:00:00:00,testeos,La Rural,M,40-49,231
23JAN2021:00:00:00,testeos,La Rural,M,50-59,205
23JAN2021:00:00:00,testeos,La Rural,M,60-69,88
23JAN2021:00:00:00,testeos,La Rural,M,70-79,29
23JAN2021:00:00:00,testeos,La Rural,M,80 y más,6
23JAN2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,56
23JAN2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,182
23JAN2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,121
23JAN2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,66
23JAN2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,76
23JAN2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,35
23JAN2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,20
23JAN2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,4
23JAN2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,62
23JAN2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,143
23JAN2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,91
23JAN2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,65
23JAN2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,33
23JAN2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,15
23JAN2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,7
23JAN2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,1
23JAN2021:00:00:00,positivos,Callao | USAM,F,20-29,1
23JAN2021:00:00:00,positivos,Callao | USAM,F,30-39,2
23JAN2021:00:00:00,positivos,Callao | USAM,F,40-49,2
23JAN2021:00:00:00,positivos,Callao | USAM,F,50-59,1
23JAN2021:00:00:00,positivos,Callao | USAM,F,60-69,1
23JAN2021:00:00:00,positivos,Callao | USAM,M,0-19,1
23JAN2021:00:00:00,positivos,Callao | USAM,M,20-29,5
23JAN2021:00:00:00,positivos,CEC,F,0-19,1
23JAN2021:00:00:00,positivos,CEC,F,30-39,1
23JAN2021:00:00:00,positivos,CEC,F,70-79,1
23JAN2021:00:00:00,positivos,CEC,M,20-29,2
23JAN2021:00:00:00,positivos,Costa Salguero,F,0-19,4
23JAN2021:00:00:00,positivos,Costa Salguero,F,20-29,9
23JAN2021:00:00:00,positivos,Costa Salguero,F,30-39,4
23JAN2021:00:00:00,positivos,Costa Salguero,F,40-49,5
23JAN2021:00:00:00,positivos,Costa Salguero,F,50-59,7
23JAN2021:00:00:00,positivos,Costa Salguero,F,60-69,1
23JAN2021:00:00:00,positivos,Costa Salguero,F,70-79,3
23JAN2021:00:00:00,positivos,Costa Salguero,M,0-19,3
23JAN2021:00:00:00,positivos,Costa Salguero,M,20-29,28
23JAN2021:00:00:00,positivos,Costa Salguero,M,30-39,5
23JAN2021:00:00:00,positivos,Costa Salguero,M,40-49,6
23JAN2021:00:00:00,positivos,Costa Salguero,M,50-59,5
23JAN2021:00:00:00,positivos,Costa Salguero,M,70-79,1
23JAN2021:00:00:00,positivos,Edificio Munich,F,20-29,3
23JAN2021:00:00:00,positivos,Edificio Munich,F,50-59,3
23JAN2021:00:00:00,positivos,Edificio Munich,M,20-29,1
23JAN2021:00:00:00,positivos,Edificio Munich,M,30-39,1
23JAN2021:00:00:00,positivos,Ezeiza,F,0-19,4
23JAN2021:00:00:00,positivos,Ezeiza,F,20-29,19
23JAN2021:00:00:00,positivos,Ezeiza,F,30-39,9
23JAN2021:00:00:00,positivos,Ezeiza,F,40-49,5
23JAN2021:00:00:00,positivos,Ezeiza,F,50-59,1
23JAN2021:00:00:00,positivos,Ezeiza,F,60-69,2
23JAN2021:00:00:00,positivos,Ezeiza,M,0-19,2
23JAN2021:00:00:00,positivos,Ezeiza,M,20-29,13
23JAN2021:00:00:00,positivos,Ezeiza,M,30-39,6
23JAN2021:00:00:00,positivos,Ezeiza,M,40-49,1
23JAN2021:00:00:00,positivos,Ezeiza,M,50-59,3
23JAN2021:00:00:00,positivos,Ezeiza,M,60-69,2
23JAN2021:00:00:00,positivos,La Rural,F,0-19,7
23JAN2021:00:00:00,positivos,La Rural,F,20-29,9
23JAN2021:00:00:00,positivos,La Rural,F,30-39,5
23JAN2021:00:00:00,positivos,La Rural,F,40-49,8
23JAN2021:00:00:00,positivos,La Rural,F,50-59,6
23JAN2021:00:00:00,positivos,La Rural,F,70-79,1
23JAN2021:00:00:00,positivos,La Rural,M,0-19,5
23JAN2021:00:00:00,positivos,La Rural,M,20-29,15
23JAN2021:00:00:00,positivos,La Rural,M,30-39,7
23JAN2021:00:00:00,positivos,La Rural,M,40-49,2
23JAN2021:00:00:00,positivos,La Rural,M,50-59,5
23JAN2021:00:00:00,positivos,La Rural,M,60-69,3
23JAN2021:00:00:00,positivos,La Rural,M,70-79,2
23JAN2021:00:00:00,positivos,Terminal Dellepiane,F,0-19,5
23JAN2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,9
23JAN2021:00:00:00,positivos,Terminal Dellepiane,F,80 y más,1
23JAN2021:00:00:00,positivos,Terminal Dellepiane,M,0-19,6
23JAN2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,10
23JAN2021:00:00:00,positivos,Terminal Dellepiane,M,40-49,2
23JAN2021:00:00:00,positivos,Terminal Dellepiane,M,70-79,1
24JAN2021:00:00:00,testeos,Callao | USAM,F,0-19,24
24JAN2021:00:00:00,testeos,Callao | USAM,F,20-29,64
24JAN2021:00:00:00,testeos,Callao | USAM,F,30-39,70
24JAN2021:00:00:00,testeos,Callao | USAM,F,40-49,69
24JAN2021:00:00:00,testeos,Callao | USAM,F,50-59,57
24JAN2021:00:00:00,testeos,Callao | USAM,F,60-69,20
24JAN2021:00:00:00,testeos,Callao | USAM,F,70-79,7
24JAN2021:00:00:00,testeos,Callao | USAM,F,80 y más,4
24JAN2021:00:00:00,testeos,Callao | USAM,M,0-19,36
24JAN2021:00:00:00,testeos,Callao | USAM,M,20-29,45
24JAN2021:00:00:00,testeos,Callao | USAM,M,30-39,38
