,FECHA_MUESTRA,TIPO,DISPOSITIVO,GENERO,GRUPO_ETARIO,N
2690,30DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,66
2691,30DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,65
2692,30DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,48
2693,30DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,17
2694,30DEC2020:00:00:00,testeos,Terminal Dellepiane,F,80 y más,2
2695,30DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,21
2696,30DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,88
2697,06JAN2021:00:00:00,positivos,Edificio Munich,F,20-29,5
2698,06JAN2021:00:00:00,positivos,Edificio Munich,F,30-39,5
2699,06JAN2021:00:00:00,positivos,Edificio Munich,F,40-49,1
2700,06JAN2021:00:00:00,positivos,Edificio Munich,F,60-69,1
2701,06JAN2021:00:00:00,positivos,Edificio Munich,M,0-19,2
2702,06JAN2021:00:00:00,positivos,Edificio Munich,M,20-29,5
2703,06JAN2021:00:00:00,positivos,Edificio Munich,M,30-39,2
2704,06JAN2021:00:00:00,positivos,Edificio Munich,M,40-49,3
2705,06JAN2021:00:00:00,positivos,Edificio Munich,M,50-59,1
2706,06JAN2021:00:00:00,positivos,Ezeiza,F,20-29,15
2707,06JAN2021:00:00:00,positivos,Ezeiza,F,30-39,1
2708,06JAN2021:00:00:00,positivos,Ezeiza,F,60-69,3
2709,06JAN2021:00:00:00,positivos,Ezeiza,F,70-79,1
2710,06JAN2021:00:00:00,positivos,Ezeiza,M,0-19,1
2711,06JAN2021:00:00:00,positivos,Ezeiza,M,20-29,9
2712,06JAN2021:00:00:00,positivos,Ezeiza,M,30-39,1
2713,06JAN2021:00:00:00,positivos,Ezeiza,M,50-59,2
2714,06JAN2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,8
2715,06JAN2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,2
2716,02JAN2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,23
2717,02JAN2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,180
2718,02JAN2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,115
2719,02JAN2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,67
2720,02JAN2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,42
2721,02JAN2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,35
2722,02JAN2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,16
2723,02JAN2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,5
2724,02JAN2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,17
2725,02JAN2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,188
2726,02JAN2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,103
2727,02JAN2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,53
2728,02JAN2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,37
2729,02JAN2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,15
2730,02JAN2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,7
2731,02JAN2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,1
2732,02JAN2021:00:00:00,positivos,Callao | USAM,F,20-29,1
2733,02JAN2021:00:00:00,positivos,Callao | USAM,F,30-39,1
2734,02JAN2021:00:00:00,positivos,Callao | USAM,F,40-49,2
2735,02JAN2021:00:00:00,positivos,Callao | USAM,F,70-79,1
2736,02JAN2021:00:00:00,positivos,Callao | USAM,M,0-19,1
2737,02JAN2021:00:00:00,positivos,Callao | USAM,M,40-49,1
2738,02JAN2021:00:00:00,positivos,CEC,F,0-19,1
2739,02JAN2021:00:00:00,positivos,CEC,M,20-29,1
2740,02JAN2021:00:00:00,positivos,Club San Lorenzo,F,0-19,1
2741,02JAN2021:00:00:00,positivos,Club San Lorenzo,M,20-29,1
2742,02JAN2021:00:00:00,positivos,Club San Lorenzo,M,40-49,1
2743,02JAN2021:00:00:00,positivos,Costa Salguero,F,0-19,4
2744,02JAN2021:00:00:00,positivos,Costa Salguero,F,20-29,5
2745,02JAN2021:00:00:00,positivos,Costa Salguero,F,40-49,2
2746,02JAN2021:00:00:00,positivos,Costa Salguero,M,0-19,3
2747,02JAN2021:00:00:00,positivos,Costa Salguero,M,20-29,6
2748,02JAN2021:00:00:00,positivos,Costa Salguero,M,30-39,6
2749,02JAN2021:00:00:00,positivos,Costa Salguero,M,40-49,1
2750,02JAN2021:00:00:00,positivos,Costa Salguero,M,50-59,2
2751,02JAN2021:00:00:00,positivos,Edificio Munich,F,20-29,6
2752,02JAN2021:00:00:00,positivos,Edificio Munich,F,30-39,1
2753,02JAN2021:00:00:00,positivos,Edificio Munich,M,30-39,5
2754,02JAN2021:00:00:00,positivos,Edificio Munich,M,70-79,1
2755,02JAN2021:00:00:00,positivos,Ezeiza,F,0-19,1
2756,02JAN2021:00:00:00,positivos,Ezeiza,F,20-29,1
2757,02JAN2021:00:00:00,positivos,Ezeiza,F,30-39,4
2758,02JAN2021:00:00:00,positivos,Ezeiza,F,40-49,2
2759,02JAN2021:00:00:00,positivos,Ezeiza,M,20-29,2
2760,02JAN2021:00:00:00,positivos,Ezeiza,M,30-39,2
2761,02JAN2021:00:00:00,positivos,Ezeiza,M,60-69,1
2762,02JAN2021:00:00:00,positivos,Terminal Dellepiane,F,50-59,1
2763,02JAN2021:00:00:00,positivos,Terminal Dellepiane,F,60-69,2
2764,02JAN2021:00:00:00,positivos,Terminal Dellepiane,F,80 y más,1
2765,02JAN2021:00:00:00,positivos,Terminal Dellepiane,M,20-29,3
2766,03JAN2021:00:00:00,testeos,Callao | USAM,F,0-19,17
2767,03JAN2021:00:00:00,testeos,Callao | USAM,F,20-29,49
2768,03JAN2021:00:00:00,testeos,Callao | USAM,F,30-39,52
2769,03JAN2021:00:00:00,testeos,Callao | USAM,F,40-49,56
2770,03JAN2021:00:00:00,testeos,Callao | USAM,F,50-59,36
2771,03JAN2021:00:00:00,testeos,Callao | USAM,F,60-69,30
2772,03JAN2021:00:00:00,testeos,Callao | USAM,F,70-79,8
2773,03JAN2021:00:00:00,testeos,Callao | USAM,F,80 y más,2
2774,03JAN2021:00:00:00,testeos,Callao | USAM,M,0-19,21
2775,03JAN2021:00:00:00,testeos,Callao | USAM,M,20-29,49
2776,03JAN2021:00:00:00,testeos,Callao | USAM,M,30-39,45
2777,03JAN2021:00:00:00,testeos,Callao | USAM,M,40-49,46
2778,03JAN2021:00:00:00,testeos,Callao | USAM,M,50-59,34
2779,03JAN2021:00:00:00,testeos,Callao | USAM,M,60-69,28
2780,03JAN2021:00:00:00,testeos,Callao | USAM,M,70-79,11
2781,03JAN2021:00:00:00,testeos,CEC,F,0-19,35
2782,03JAN2021:00:00:00,testeos,CEC,F,20-29,89
2783,03JAN2021:00:00:00,testeos,CEC,F,30-39,135
2784,03JAN2021:00:00:00,testeos,CEC,F,40-49,124
2785,03JAN2021:00:00:00,testeos,CEC,F,50-59,69
2786,03JAN2021:00:00:00,testeos,CEC,F,60-69,48
2787,03JAN2021:00:00:00,testeos,CEC,F,70-79,25
2788,03JAN2021:00:00:00,testeos,CEC,F,80 y más,9
2789,03JAN2021:00:00:00,testeos,CEC,M,0-19,46
2790,03JAN2021:00:00:00,testeos,CEC,M,20-29,50
2791,03JAN2021:00:00:00,testeos,CEC,M,30-39,124
2792,03JAN2021:00:00:00,testeos,CEC,M,40-49,119
2793,03JAN2021:00:00:00,testeos,CEC,M,50-59,58
2794,03JAN2021:00:00:00,testeos,CEC,M,60-69,43
2795,03JAN2021:00:00:00,testeos,CEC,M,70-79,20
2796,03JAN2021:00:00:00,testeos,CEC,M,80 y más,5
2797,03JAN2021:00:00:00,testeos,Club San Lorenzo,F,0-19,8
2798,03JAN2021:00:00:00,testeos,Club San Lorenzo,F,20-29,6
2799,03JAN2021:00:00:00,testeos,Club San Lorenzo,F,30-39,11
2800,03JAN2021:00:00:00,testeos,Club San Lorenzo,F,40-49,15
2801,03JAN2021:00:00:00,testeos,Club San Lorenzo,F,50-59,8
2802,03JAN2021:00:00:00,testeos,Club San Lorenzo,F,60-69,2
2803,03JAN2021:00:00:00,testeos,Club San Lorenzo,F,70-79,3
2804,03JAN2021:00:00:00,testeos,Club San Lorenzo,M,0-19,10
2805,03JAN2021:00:00:00,testeos,Club San Lorenzo,M,20-29,4
2806,03JAN2021:00:00:00,testeos,Club San Lorenzo,M,30-39,9
2807,03JAN2021:00:00:00,testeos,Club San Lorenzo,M,40-49,13
2808,03JAN2021:00:00:00,testeos,Club San Lorenzo,M,50-59,9
2809,03JAN2021:00:00:00,testeos,Club San Lorenzo,M,60-69,5
2810,03JAN2021:00:00:00,testeos,Club San Lorenzo,M,70-79,2
2811,03JAN2021:00:00:00,testeos,Club San Lorenzo,M,80 y más,1
2812,03JAN2021:00:00:00,testeos,Costa Salguero,F,0-19,136
2813,03JAN2021:00:00:00,testeos,Costa Salguero,F,20-29,226
2814,03JAN2021:00:00:00,testeos,Costa Salguero,F,30-39,374
2815,03JAN2021:00:00:00,testeos,Costa Salguero,F,40-49,334
2816,03JAN2021:00:00:00,testeos,Costa Salguero,F,50-59,186
2817,03JAN2021:00:00:00,testeos,Costa Salguero,F,60-69,138
2818,03JAN2021:00:00:00,testeos,Costa Salguero,F,70-79,37
2819,03JAN2021:00:00:00,testeos,Costa Salguero,F,80 y más,18
2820,03JAN2021:00:00:00,testeos,Costa Salguero,M,0-19,156
2821,03JAN2021:00:00:00,testeos,Costa Salguero,M,20-29,216
2822,03JAN2021:00:00:00,testeos,Costa Salguero,M,30-39,373
2823,03JAN2021:00:00:00,testeos,Costa Salguero,M,40-49,332
2824,03JAN2021:00:00:00,testeos,Costa Salguero,M,50-59,208
2825,03JAN2021:00:00:00,testeos,Costa Salguero,M,60-69,127
2826,03JAN2021:00:00:00,testeos,Costa Salguero,M,70-79,44
2827,03JAN2021:00:00:00,testeos,Costa Salguero,M,80 y más,10
2828,03JAN2021:00:00:00,testeos,Edificio Munich,F,0-19,26
2829,03JAN2021:00:00:00,testeos,Edificio Munich,F,20-29,87
2830,03JAN2021:00:00:00,testeos,Edificio Munich,F,30-39,110
2831,03JAN2021:00:00:00,testeos,Edificio Munich,F,40-49,95
2832,03JAN2021:00:00:00,testeos,Edificio Munich,F,50-59,58
2833,03JAN2021:00:00:00,testeos,Edificio Munich,F,60-69,31
2834,03JAN2021:00:00:00,testeos,Edificio Munich,F,70-79,8
2835,03JAN2021:00:00:00,testeos,Edificio Munich,F,80 y más,7
2836,03JAN2021:00:00:00,testeos,Edificio Munich,M,0-19,35
2837,03JAN2021:00:00:00,testeos,Edificio Munich,M,20-29,64
2838,03JAN2021:00:00:00,testeos,Edificio Munich,M,30-39,114
2839,03JAN2021:00:00:00,testeos,Edificio Munich,M,40-49,82
2840,03JAN2021:00:00:00,testeos,Edificio Munich,M,50-59,53
2841,03JAN2021:00:00:00,testeos,Edificio Munich,M,60-69,35
2842,03JAN2021:00:00:00,testeos,Edificio Munich,M,70-79,9
2843,03JAN2021:00:00:00,testeos,Edificio Munich,M,80 y más,2
2844,03JAN2021:00:00:00,testeos,Ezeiza,F,0-19,35
2845,03JAN2021:00:00:00,testeos,Ezeiza,F,20-29,407
2846,03JAN2021:00:00:00,testeos,Ezeiza,F,30-39,440
2847,03JAN2021:00:00:00,testeos,Ezeiza,F,40-49,170
2848,03JAN2021:00:00:00,testeos,Ezeiza,F,50-59,96
2849,03JAN2021:00:00:00,testeos,Ezeiza,F,60-69,54
2850,03JAN2021:00:00:00,testeos,Ezeiza,F,70-79,15
2851,03JAN2021:00:00:00,testeos,Ezeiza,F,80 y más,4
2852,03JAN2021:00:00:00,testeos,Ezeiza,M,0-19,44
2853,30DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,91
2854,30DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,38
2855,30DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,34
2856,30DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,28
2857,30DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,10
2858,30DEC2020:00:00:00,testeos,Terminal Dellepiane,M,80 y más,2
2859,30DEC2020:00:00:00,positivos,Callao | USAM,F,0-19,1
2860,30DEC2020:00:00:00,positivos,Callao | USAM,F,20-29,2
2861,30DEC2020:00:00:00,positivos,Callao | USAM,F,40-49,1
2862,30DEC2020:00:00:00,positivos,Callao | USAM,F,60-69,1
2863,30DEC2020:00:00:00,positivos,Callao | USAM,M,0-19,1
2864,30DEC2020:00:00:00,positivos,Callao | USAM,M,20-29,1
2865,30DEC2020:00:00:00,positivos,CEC,F,0-19,1
2866,30DEC2020:00:00:00,positivos,CEC,F,30-39,2
2867,30DEC2020:00:00:00,positivos,CEC,F,40-49,2
2868,30DEC2020:00:00:00,positivos,CEC,M,20-29,1
2869,30DEC2020:00:00:00,positivos,CEC,M,30-39,2
2870,30DEC2020:00:00:00,positivos,CEC,M,60-69,1
2871,30DEC2020:00:00:00,positivos,Costa Salguero,F,20-29,5
2872,30DEC2020:00:00:00,positivos,Costa Salguero,F,30-39,1
2873,30DEC2020:00:00:00,positivos,Costa Salguero,M,0-19,1
2874,30DEC2020:00:00:00,positivos,Costa Salguero,M,20-29,5
2875,27DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,122
2876,27DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,98
2877,27DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,63
2878,27DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,24
2879,27DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,17
2880,27DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,5
2881,27DEC2020:00:00:00,testeos,Terminal Dellepiane,M,80 y más,3
2882,27DEC2020:00:00:00,positivos,Callao | USAM,M,40-49,1
2883,27DEC2020:00:00:00,positivos,CEC,F,30-39,2
2884,27DEC2020:00:00:00,positivos,CEC,F,40-49,1
2885,27DEC2020:00:00:00,positivos,CEC,M,20-29,2
2886,27DEC2020:00:00:00,positivos,CEC,M,30-39,2
2887,27DEC2020:00:00:00,positivos,Costa Salguero,F,0-19,1
2888,27DEC2020:00:00:00,positivos,Costa Salguero,F,20-29,1
2889,27DEC2020:00:00:00,positivos,Costa Salguero,F,30-39,2
2890,27DEC2020:00:00:00,positivos,Costa Salguero,F,40-49,1
2891,27DEC2020:00:00:00,positivos,Costa Salguero,F,50-59,1
2892,27DEC2020:00:00:00,positivos,Costa Salguero,M,0-19,1
2893,27DEC2020:00:00:00,positivos,Costa Salguero,M,20-29,4
2894,27DEC2020:00:00:00,positivos,Costa Salguero,M,30-39,6
2895,27DEC2020:00:00:00,positivos,Costa Salguero,M,50-59,1
2896,27DEC2020:00:00:00,positivos,Edificio Munich,F,0-19,1
2897,27DEC2020:00:00:00,positivos,Edificio Munich,F,20-29,1
2898,27DEC2020:00:00:00,positivos,Edificio Munich,F,30-39,4
2899,27DEC2020:00:00:00,positivos,Edificio Munich,M,20-29,2
2900,27DEC2020:00:00:00,positivos,Edificio Munich,M,30-39,3
2901,27DEC2020:00:00:00,positivos,Edificio Munich,M,50-59,1
2902,27DEC2020:00:00:00,positivos,Edificio Munich,M,60-69,1
2903,27DEC2020:00:00:00,positivos,Ezeiza,M,30-39,1
2904,27DEC2020:00:00:00,positivos,Ezeiza,M,40-49,1
2905,27DEC2020:00:00:00,positivos,Terminal Dellepiane,F,40-49,1
2906,27DEC2020:00:00:00,positivos,Terminal Dellepiane,F,60-69,1
2907,27DEC2020:00:00:00,positivos,Terminal Dellepiane,F,80 y más,1
2908,27DEC2020:00:00:00,positivos,Terminal Dellepiane,M,20-29,1
2909,27DEC2020:00:00:00,positivos,Terminal Dellepiane,M,40-49,2
2910,27DEC2020:00:00:00,positivos,Terminal Dellepiane,M,70-79,1
2911,28DEC2020:00:00:00,testeos,Callao | USAM,F,0-19,17
2912,28DEC2020:00:00:00,testeos,Callao | USAM,F,20-29,66
2913,28DEC2020:00:00:00,testeos,Callao | USAM,F,30-39,94
2914,28DEC2020:00:00:00,testeos,Callao | USAM,F,40-49,77
2915,28DEC2020:00:00:00,testeos,Callao | USAM,F,50-59,50
2916,28DEC2020:00:00:00,testeos,Callao | USAM,F,60-69,42
2917,28DEC2020:00:00:00,testeos,Callao | USAM,F,70-79,9
2918,28DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,2
2919,28DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,22
2920,28DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,40
2921,28DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,70
2922,28DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,50
2923,28DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,44
2924,28DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,31
2925,28DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,6
2926,28DEC2020:00:00:00,testeos,Callao | USAM,M,80 y más,1
2927,28DEC2020:00:00:00,testeos,CEC,F,0-19,52
2928,28DEC2020:00:00:00,testeos,CEC,F,20-29,100
2929,28DEC2020:00:00:00,testeos,CEC,F,30-39,113
2930,28DEC2020:00:00:00,testeos,CEC,F,40-49,119
2931,28DEC2020:00:00:00,testeos,CEC,F,50-59,74
2932,28DEC2020:00:00:00,testeos,CEC,F,60-69,53
2933,28DEC2020:00:00:00,testeos,CEC,F,70-79,29
2934,28DEC2020:00:00:00,testeos,CEC,F,80 y más,1
2935,28DEC2020:00:00:00,testeos,CEC,M,0-19,45
2936,28DEC2020:00:00:00,testeos,CEC,M,20-29,74
2937,28DEC2020:00:00:00,testeos,CEC,M,30-39,137
2938,28DEC2020:00:00:00,testeos,CEC,M,40-49,136
2939,28DEC2020:00:00:00,testeos,CEC,M,50-59,66
2940,28DEC2020:00:00:00,testeos,CEC,M,60-69,55
2941,28DEC2020:00:00:00,testeos,CEC,M,70-79,36
2942,28DEC2020:00:00:00,testeos,CEC,M,80 y más,5
2943,28DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,17
2944,28DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,9
2945,28DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,14
2946,28DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,21
2947,28DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,9
2948,28DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,8
2949,28DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,7
2950,28DEC2020:00:00:00,testeos,Club San Lorenzo,F,80 y más,3
2951,28DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,13
2952,28DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,10
2953,28DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,13
2954,28DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,21
2955,28DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,11
2956,28DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,10
2957,28DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,5
2958,28DEC2020:00:00:00,testeos,Club San Lorenzo,M,80 y más,1
2959,28DEC2020:00:00:00,testeos,Costa Salguero,F,0-19,106
2960,28DEC2020:00:00:00,testeos,Costa Salguero,F,20-29,124
2961,28DEC2020:00:00:00,testeos,Costa Salguero,F,30-39,260
2962,28DEC2020:00:00:00,testeos,Costa Salguero,F,40-49,219
2963,28DEC2020:00:00:00,testeos,Costa Salguero,F,50-59,144
2964,28DEC2020:00:00:00,testeos,Costa Salguero,F,60-69,92
2965,28DEC2020:00:00:00,testeos,Costa Salguero,F,70-79,41
2966,28DEC2020:00:00:00,testeos,Costa Salguero,F,80 y más,8
2967,28DEC2020:00:00:00,testeos,Costa Salguero,M,0-19,105
2968,04JAN2021:00:00:00,testeos,Ezeiza,M,20-29,151
2969,04JAN2021:00:00:00,testeos,Ezeiza,M,30-39,238
2970,04JAN2021:00:00:00,testeos,Ezeiza,M,40-49,135
2971,04JAN2021:00:00:00,testeos,Ezeiza,M,50-59,63
2972,04JAN2021:00:00:00,testeos,Ezeiza,M,60-69,34
2973,04JAN2021:00:00:00,testeos,Ezeiza,M,70-79,13
2974,04JAN2021:00:00:00,testeos,Ezeiza,M,80 y más,2
2975,04JAN2021:00:00:00,testeos,Terminal Dellepiane,F,0-19,14
2976,04JAN2021:00:00:00,testeos,Terminal Dellepiane,F,20-29,223
2977,04JAN2021:00:00:00,testeos,Terminal Dellepiane,F,30-39,177
2978,04JAN2021:00:00:00,testeos,Terminal Dellepiane,F,40-49,96
2979,04JAN2021:00:00:00,testeos,Terminal Dellepiane,F,50-59,74
2980,04JAN2021:00:00:00,testeos,Terminal Dellepiane,F,60-69,36
2981,04JAN2021:00:00:00,testeos,Terminal Dellepiane,F,70-79,16
2982,04JAN2021:00:00:00,testeos,Terminal Dellepiane,F,80 y más,4
2983,04JAN2021:00:00:00,testeos,Terminal Dellepiane,M,0-19,22
2984,04JAN2021:00:00:00,testeos,Terminal Dellepiane,M,20-29,175
2985,04JAN2021:00:00:00,testeos,Terminal Dellepiane,M,30-39,176
2986,04JAN2021:00:00:00,testeos,Terminal Dellepiane,M,40-49,92
2987,04JAN2021:00:00:00,testeos,Terminal Dellepiane,M,50-59,49
2988,04JAN2021:00:00:00,testeos,Terminal Dellepiane,M,60-69,22
2989,04JAN2021:00:00:00,testeos,Terminal Dellepiane,M,70-79,7
2990,04JAN2021:00:00:00,testeos,Terminal Dellepiane,M,80 y más,3
2991,04JAN2021:00:00:00,positivos,Callao | USAM,F,20-29,3
2992,04JAN2021:00:00:00,positivos,Callao | USAM,F,30-39,2
2993,04JAN2021:00:00:00,positivos,Callao | USAM,F,40-49,1
2994,04JAN2021:00:00:00,positivos,Callao | USAM,F,50-59,2
2995,04JAN2021:00:00:00,positivos,Callao | USAM,M,20-29,4
2996,04JAN2021:00:00:00,positivos,Callao | USAM,M,40-49,3
2997,04JAN2021:00:00:00,positivos,Callao | USAM,M,50-59,1
2998,04JAN2021:00:00:00,positivos,Callao | USAM,M,60-69,1
2999,04JAN2021:00:00:00,positivos,CEC,F,20-29,6
3000,04JAN2021:00:00:00,positivos,CEC,F,30-39,3
10159,20FEB2021:00:00:00,positivos,La Rural,M,60-69,1
10160,20FEB2021:00:00:00,positivos,Terminal Dellepiane,F,20-29,5
10161,20FEB2021:00:00:00,positivos,Terminal Dellepiane,F,30-39,1
10162,20FEB2021:00:00:00,positivos,Terminal Dellepiane,F,40-49,1
10163,20FEB2021:00:00:00,positivos,Terminal Dellepiane,M,80 y más,1
10164,21FEB2021:00:00:00,testeos,Callao | USAM,F,0-19,27
10165,21FEB2021:00:00:00,testeos,Callao | USAM,F,20-29,94
10166,21FEB2021:00:00:00,testeos,Callao | USAM,F,30-39,115
10167,21FEB2021:00:00:00,testeos,Callao | USAM,F,40-49,94
10168,21FEB2021:00:00:00,testeos,Callao | USAM,F,50-59,54
10169,21FEB2021:00:00:00,testeos,Callao | USAM,F,60-69,43
10170,21FEB2021:00:00:00,testeos,Callao | USAM,F,70-79,10
10171,21FEB2021:00:00:00,testeos,Callao | USAM,F,80 y más,5
10172,21FEB2021:00:00:00,testeos,Callao | USAM,M,0-19,21
10173,21FEB2021:00:00:00,testeos,Callao | USAM,M,20-29,57
10174,21FEB2021:00:00:00,testeos,Callao | USAM,M,30-39,75
10175,21FEB2021:00:00:00,testeos,Callao | USAM,M,40-49,66
10176,21FEB2021:00:00:00,testeos,Callao | USAM,M,50-59,34
10177,21FEB2021:00:00:00,testeos,Callao | USAM,M,60-69,27
10178,21FEB2021:00:00:00,testeos,Callao | USAM,M,70-79,10
10179,21FEB2021:00:00:00,testeos,Callao | USAM,M,80 y más,1
10180,21FEB2021:00:00:00,testeos,Costa Salguero,F,0-19,349
10181,21FEB2021:00:00:00,testeos,Costa Salguero,F,20-29,478
10182,21FEB2021:00:00:00,testeos,Costa Salguero,F,30-39,802
10183,21FEB2021:00:00:00,testeos,Costa Salguero,F,40-49,738
10184,21FEB2021:00:00:00,testeos,Costa Salguero,F,50-59,437
10185,21FEB2021:00:00:00,testeos,Costa Salguero,F,60-69,279
10186,21FEB2021:00:00:00,testeos,Costa Salguero,F,70-79,91
10187,21FEB2021:00:00:00,testeos,Costa Salguero,F,80 y más,21
10188,21FEB2021:00:00:00,testeos,Costa Salguero,M,0-19,287
10189,21FEB2021:00:00:00,testeos,Costa Salguero,M,20-29,386
10190,21FEB2021:00:00:00,testeos,Costa Salguero,M,30-39,695
10191,21FEB2021:00:00:00,testeos,Costa Salguero,M,40-49,700
10192,21FEB2021:00:00:00,testeos,Costa Salguero,M,50-59,472
10193,21FEB2021:00:00:00,testeos,Costa Salguero,M,60-69,280
10194,21FEB2021:00:00:00,testeos,Costa Salguero,M,70-79,101
10195,21FEB2021:00:00:00,testeos,Costa Salguero,M,80 y más,20
10196,21FEB2021:00:00:00,testeos,Edificio Munich,F,0-19,56
10197,21FEB2021:00:00:00,testeos,Edificio Munich,F,20-29,150
10198,21FEB2021:00:00:00,testeos,Edificio Munich,F,30-39,157
10199,21FEB2021:00:00:00,testeos,Edificio Munich,F,40-49,119
10200,21FEB2021:00:00:00,testeos,Edificio Munich,F,50-59,81
10201,21FEB2021:00:00:00,testeos,Edificio Munich,F,60-69,48
10202,21FEB2021:00:00:00,testeos,Edificio Munich,F,70-79,15
10203,21FEB2021:00:00:00,testeos,Edificio Munich,F,80 y más,5
10204,21FEB2021:00:00:00,testeos,Edificio Munich,M,0-19,40
10205,21FEB2021:00:00:00,testeos,Edificio Munich,M,20-29,97
10206,21FEB2021:00:00:00,testeos,Edificio Munich,M,30-39,128
10207,21FEB2021:00:00:00,testeos,Edificio Munich,M,40-49,107
10208,21FEB2021:00:00:00,testeos,Edificio Munich,M,50-59,49
10209,21FEB2021:00:00:00,testeos,Edificio Munich,M,60-69,41
10210,21FEB2021:00:00:00,testeos,Edificio Munich,M,70-79,16
10211,21FEB2021:00:00:00,testeos,Edificio Munich,M,80 y más,1
10212,21FEB2021:00:00:00,testeos,Ezeiza,F,0-19,70
10213,21FEB2021:00:00:00,testeos,Ezeiza,F,20-29,449
10214,21FEB2021:00:00:00,testeos,Ezeiza,F,30-39,426
10215,21FEB2021:00:00:00,testeos,Ezeiza,F,40-49,192
10216,21FEB2021:00:00:00,testeos,Ezeiza,F,50-59,136
10217,21FEB2021:00:00:00,testeos,Ezeiza,F,60-69,79
10218,21FEB2021:00:00:00,testeos,Ezeiza,F,70-79,29
10219,21FEB2021:00:00:00,testeos,Ezeiza,F,80 y más,4
10220,21FEB2021:00:00:00,testeos,Ezeiza,M,0-19,53
10221,21FEB2021:00:00:00,testeos,Ezeiza,M,20-29,292
10222,21FEB2021:00:00:00,testeos,Ezeiza,M,30-39,377
10223,21FEB2021:00:00:00,testeos,Ezeiza,M,40-49,145
10224,21FEB2021:00:00:00,testeos,Ezeiza,M,50-59,103
10225,21FEB2021:00:00:00,testeos,Ezeiza,M,60-69,53
10226,21FEB2021:00:00:00,testeos,Ezeiza,M,70-79,18
10227,21FEB2021:00:00:00,testeos,Ezeiza,M,80 y más,4
10228,21FEB2021:00:00:00,testeos,La Rural,F,0-19,77
10229,21FEB2021:00:00:00,testeos,La Rural,F,20-29,129
10230,21FEB2021:00:00:00,testeos,La Rural,F,30-39,186
10231,21FEB2021:00:00:00,testeos,La Rural,F,40-49,185
10232,21FEB2021:00:00:00,testeos,La Rural,F,50-59,87
10233,21FEB2021:00:00:00,testeos,La Rural,F,60-69,58
