,FECHA_MUESTRA,TIPO,DISPOSITIVO,GENERO,GRUPO_ETARIO,N
390,20DEC2020:00:00:00,testeos,Callao | USAM,F,70-79,10
391,20DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,3
392,20DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,11
393,20DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,18
394,20DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,35
395,20DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,41
396,20DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,44
397,20DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,33
398,20DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,12
399,20DEC2020:00:00:00,testeos,Callao | USAM,M,80 y más,4
400,20DEC2020:00:00:00,testeos,CEC,F,0-19,34
401,20DEC2020:00:00:00,testeos,CEC,F,20-29,40
402,20DEC2020:00:00:00,testeos,CEC,F,30-39,125
403,20DEC2020:00:00:00,testeos,CEC,F,40-49,104
404,20DEC2020:00:00:00,testeos,CEC,F,50-59,90
405,20DEC2020:00:00:00,testeos,CEC,F,60-69,80
406,20DEC2020:00:00:00,testeos,CEC,F,70-79,30
407,20DEC2020:00:00:00,testeos,CEC,F,80 y más,6
408,20DEC2020:00:00:00,testeos,CEC,M,0-19,31
409,20DEC2020:00:00:00,testeos,CEC,M,20-29,27
410,20DEC2020:00:00:00,testeos,CEC,M,30-39,100
411,20DEC2020:00:00:00,testeos,CEC,M,40-49,114
412,20DEC2020:00:00:00,testeos,CEC,M,50-59,78
413,20DEC2020:00:00:00,testeos,CEC,M,60-69,67
414,20DEC2020:00:00:00,testeos,CEC,M,70-79,42
415,20DEC2020:00:00:00,testeos,CEC,M,80 y más,5
416,20DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,16
417,20DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,12
418,20DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,28
419,20DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,17
420,20DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,22
421,20DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,15
422,20DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,4
423,20DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,7
424,20DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,11
425,20DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,20
426,20DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,15
427,20DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,13
428,20DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,13
429,20DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,10
430,20DEC2020:00:00:00,testeos,Club San Lorenzo,M,80 y más,1
431,20DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,37
432,20DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,59
433,20DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,110
434,20DEC2020:00:00:00,testeos,Edificio Munich,F,40-49,78
435,20DEC2020:00:00:00,testeos,Edificio Munich,F,50-59,66
436,20DEC2020:00:00:00,testeos,Edificio Munich,F,60-69,37
437,20DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,15
438,20DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,3
439,20DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,28
440,20DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,40
441,20DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,105
442,20DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,97
443,20DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,55
444,20DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,45
445,20DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,11
446,20DEC2020:00:00:00,testeos,Edificio Munich,M,80 y más,3
447,20DEC2020:00:00:00,testeos,Ezeiza,F,0-19,33
448,20DEC2020:00:00:00,testeos,Ezeiza,F,20-29,119
449,20DEC2020:00:00:00,testeos,Ezeiza,F,30-39,185
450,20DEC2020:00:00:00,testeos,Ezeiza,F,40-49,102
451,20DEC2020:00:00:00,testeos,Ezeiza,F,50-59,69
452,20DEC2020:00:00:00,testeos,Ezeiza,F,60-69,41
453,20DEC2020:00:00:00,testeos,Ezeiza,F,70-79,23
454,20DEC2020:00:00:00,testeos,Ezeiza,F,80 y más,3
455,20DEC2020:00:00:00,testeos,Ezeiza,M,0-19,30
456,20DEC2020:00:00:00,testeos,Ezeiza,M,20-29,98
457,20DEC2020:00:00:00,testeos,Ezeiza,M,30-39,170
458,20DEC2020:00:00:00,testeos,Ezeiza,M,40-49,105
459,20DEC2020:00:00:00,testeos,Ezeiza,M,50-59,90
460,20DEC2020:00:00:00,testeos,Ezeiza,M,60-69,35
461,20DEC2020:00:00:00,testeos,Ezeiza,M,70-79,18
462,20DEC2020:00:00:00,testeos,Ezeiza,M,80 y más,2
463,20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,16
464,20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,45
465,20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,51
466,20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,37
467,20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,32
468,20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,26
469,20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,13
470,20DEC2020:00:00:00,testeos,Terminal Dellepiane,F,80 y más,7
471,15DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,1
472,15DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,8
473,15DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,14
474,15DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,35
475,15DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,32
476,15DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,32
477,15DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,29
478,15DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,11
479,15DEC2020:00:00:00,testeos,CEC,F,0-19,20
480,15DEC2020:00:00:00,testeos,CEC,F,20-29,56
481,15DEC2020:00:00:00,testeos,CEC,F,30-39,98
482,15DEC2020:00:00:00,testeos,CEC,F,40-49,79
483,15DEC2020:00:00:00,testeos,CEC,F,50-59,79
484,15DEC2020:00:00:00,testeos,CEC,F,60-69,60
485,15DEC2020:00:00:00,testeos,CEC,F,70-79,33
486,15DEC2020:00:00:00,testeos,CEC,F,80 y más,5
487,15DEC2020:00:00:00,testeos,CEC,M,0-19,32
488,15DEC2020:00:00:00,testeos,CEC,M,20-29,36
489,15DEC2020:00:00:00,testeos,CEC,M,30-39,93
490,15DEC2020:00:00:00,testeos,CEC,M,40-49,93
491,15DEC2020:00:00:00,testeos,CEC,M,50-59,68
492,15DEC2020:00:00:00,testeos,CEC,M,60-69,83
493,15DEC2020:00:00:00,testeos,CEC,M,70-79,38
494,15DEC2020:00:00:00,testeos,CEC,M,80 y más,6
495,15DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,9
496,15DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,10
497,15DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,26
498,15DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,14
499,15DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,24
500,15DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,20
501,15DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,6
502,15DEC2020:00:00:00,testeos,Club San Lorenzo,F,80 y más,1
503,15DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,6
504,15DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,8
505,15DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,21
506,15DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,18
507,15DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,16
508,15DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,26
509,15DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,9
510,15DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,21
511,15DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,65
512,15DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,94
513,15DEC2020:00:00:00,testeos,Edificio Munich,F,40-49,59
514,15DEC2020:00:00:00,testeos,Edificio Munich,F,50-59,59
515,15DEC2020:00:00:00,testeos,Edificio Munich,F,60-69,49
516,15DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,21
517,15DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,2
518,15DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,16
519,15DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,41
520,15DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,79
521,15DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,65
522,15DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,65
523,15DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,50
524,15DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,21
525,15DEC2020:00:00:00,testeos,Edificio Munich,M,80 y más,2
526,15DEC2020:00:00:00,testeos,Ezeiza,F,0-19,30
527,15DEC2020:00:00:00,testeos,Ezeiza,F,20-29,96
528,15DEC2020:00:00:00,testeos,Ezeiza,F,30-39,126
529,15DEC2020:00:00:00,testeos,Ezeiza,F,40-49,86
530,15DEC2020:00:00:00,testeos,Ezeiza,F,50-59,71
531,15DEC2020:00:00:00,testeos,Ezeiza,F,60-69,33
532,15DEC2020:00:00:00,testeos,Ezeiza,F,70-79,13
533,15DEC2020:00:00:00,testeos,Ezeiza,F,80 y más,2
534,15DEC2020:00:00:00,testeos,Ezeiza,M,0-19,20
535,15DEC2020:00:00:00,testeos,Ezeiza,M,20-29,72
536,15DEC2020:00:00:00,testeos,Ezeiza,M,30-39,123
537,15DEC2020:00:00:00,testeos,Ezeiza,M,40-49,91
538,15DEC2020:00:00:00,testeos,Ezeiza,M,50-59,61
539,15DEC2020:00:00:00,testeos,Ezeiza,M,60-69,31
540,15DEC2020:00:00:00,testeos,Ezeiza,M,70-79,14
541,15DEC2020:00:00:00,testeos,Ezeiza,M,80 y más,1
542,15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,20
543,15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,68
544,15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,43
545,15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,39
546,15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,25
547,15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,36
548,15DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,17
549,15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,9
550,15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,61
551,15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,46
552,15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,34
553,15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,20
554,15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,14
555,15DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,7
556,15DEC2020:00:00:00,positivos,Callao | USAM,F,40-49,2
557,15DEC2020:00:00:00,positivos,Callao | USAM,M,30-39,1
558,15DEC2020:00:00:00,positivos,CEC,F,20-29,1
559,15DEC2020:00:00:00,positivos,CEC,M,30-39,1
560,15DEC2020:00:00:00,positivos,Club San Lorenzo,F,0-19,1
561,15DEC2020:00:00:00,positivos,Club San Lorenzo,M,60-69,1
562,15DEC2020:00:00:00,positivos,Edificio Munich,F,20-29,4
563,15DEC2020:00:00:00,positivos,Edificio Munich,F,30-39,1
564,15DEC2020:00:00:00,positivos,Edificio Munich,F,40-49,1
565,15DEC2020:00:00:00,positivos,Edificio Munich,F,70-79,2
566,15DEC2020:00:00:00,positivos,Edificio Munich,M,30-39,2
567,15DEC2020:00:00:00,positivos,Edificio Munich,M,60-69,1
568,15DEC2020:00:00:00,positivos,Edificio Munich,M,70-79,1
569,15DEC2020:00:00:00,positivos,Ezeiza,F,20-29,1
570,15DEC2020:00:00:00,positivos,Ezeiza,F,30-39,2
571,15DEC2020:00:00:00,positivos,Ezeiza,F,50-59,1
572,15DEC2020:00:00:00,positivos,Ezeiza,M,30-39,1
573,15DEC2020:00:00:00,positivos,Terminal Dellepiane,F,20-29,1
574,15DEC2020:00:00:00,positivos,Terminal Dellepiane,F,30-39,2
575,15DEC2020:00:00:00,positivos,Terminal Dellepiane,F,60-69,1
576,15DEC2020:00:00:00,positivos,Terminal Dellepiane,F,70-79,1
577,15DEC2020:00:00:00,positivos,Terminal Dellepiane,M,20-29,2
578,15DEC2020:00:00:00,positivos,Terminal Dellepiane,M,50-59,1
579,15DEC2020:00:00:00,positivos,Terminal Dellepiane,M,60-69,2
580,16DEC2020:00:00:00,testeos,Callao | USAM,F,0-19,9
581,16DEC2020:00:00:00,testeos,Callao | USAM,F,20-29,24
582,16DEC2020:00:00:00,testeos,Callao | USAM,F,30-39,42
583,16DEC2020:00:00:00,testeos,Callao | USAM,F,40-49,43
584,16DEC2020:00:00:00,testeos,Callao | USAM,F,50-59,44
585,16DEC2020:00:00:00,testeos,Callao | USAM,F,60-69,29
586,16DEC2020:00:00:00,testeos,Callao | USAM,F,70-79,16
587,16DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,1
588,16DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,8
589,16DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,13
590,16DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,41
591,16DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,35
592,16DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,36
593,16DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,34
594,16DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,16
595,16DEC2020:00:00:00,testeos,Callao | USAM,M,80 y más,1
596,16DEC2020:00:00:00,testeos,CEC,F,0-19,30
597,16DEC2020:00:00:00,testeos,CEC,F,20-29,50
598,16DEC2020:00:00:00,testeos,CEC,F,30-39,122
599,16DEC2020:00:00:00,testeos,CEC,F,40-49,83
600,16DEC2020:00:00:00,testeos,CEC,F,50-59,72
601,16DEC2020:00:00:00,testeos,CEC,F,60-69,71
602,16DEC2020:00:00:00,testeos,CEC,F,70-79,33
603,16DEC2020:00:00:00,testeos,CEC,F,80 y más,9
604,16DEC2020:00:00:00,testeos,CEC,M,0-19,35
605,16DEC2020:00:00:00,testeos,CEC,M,20-29,33
606,16DEC2020:00:00:00,testeos,CEC,M,30-39,119
607,16DEC2020:00:00:00,testeos,CEC,M,40-49,87
608,16DEC2020:00:00:00,testeos,CEC,M,50-59,77
609,16DEC2020:00:00:00,testeos,CEC,M,60-69,85
610,16DEC2020:00:00:00,testeos,CEC,M,70-79,37
611,16DEC2020:00:00:00,testeos,CEC,M,80 y más,4
612,16DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,6
613,16DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,9
614,16DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,21
615,16DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,14
616,16DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,25
617,16DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,19
618,16DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,7
619,16DEC2020:00:00:00,testeos,Club San Lorenzo,F,80 y más,2
620,16DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,10
621,16DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,6
622,16DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,16
623,16DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,16
624,16DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,21
625,16DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,23
626,16DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,12
627,16DEC2020:00:00:00,testeos,Club San Lorenzo,M,80 y más,1
628,16DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,26
629,16DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,65
630,16DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,96
631,20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,18
632,20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,48
633,20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,37
634,20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,30
635,20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,20
636,20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,18
637,20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,5
638,20DEC2020:00:00:00,testeos,Terminal Dellepiane,M,80 y más,1
639,20DEC2020:00:00:00,positivos,Callao | USAM,F,60-69,1
640,20DEC2020:00:00:00,positivos,Callao | USAM,M,70-79,1
641,20DEC2020:00:00:00,positivos,CEC,F,20-29,1
642,20DEC2020:00:00:00,positivos,CEC,F,30-39,1
643,20DEC2020:00:00:00,positivos,CEC,F,60-69,1
644,20DEC2020:00:00:00,positivos,CEC,M,20-29,1
645,20DEC2020:00:00:00,positivos,CEC,M,30-39,1
646,20DEC2020:00:00:00,positivos,CEC,M,70-79,1
647,20DEC2020:00:00:00,positivos,Club San Lorenzo,F,0-19,2
648,20DEC2020:00:00:00,positivos,Club San Lorenzo,F,40-49,1
649,20DEC2020:00:00:00,positivos,Edificio Munich,F,20-29,2
650,20DEC2020:00:00:00,positivos,Edificio Munich,F,30-39,1
651,20DEC2020:00:00:00,positivos,Edificio Munich,F,50-59,2
652,20DEC2020:00:00:00,positivos,Edificio Munich,M,30-39,3
653,20DEC2020:00:00:00,positivos,Edificio Munich,M,40-49,1
654,20DEC2020:00:00:00,positivos,Ezeiza,F,20-29,1
655,20DEC2020:00:00:00,positivos,Ezeiza,F,40-49,1
656,20DEC2020:00:00:00,positivos,Ezeiza,F,50-59,1
657,20DEC2020:00:00:00,positivos,Terminal Dellepiane,M,20-29,1
658,21DEC2020:00:00:00,testeos,Callao | USAM,F,0-19,7
659,21DEC2020:00:00:00,testeos,Callao | USAM,F,20-29,37
660,21DEC2020:00:00:00,testeos,Callao | USAM,F,30-39,55
661,21DEC2020:00:00:00,testeos,Callao | USAM,F,40-49,33
662,21DEC2020:00:00:00,testeos,Callao | USAM,F,50-59,36
663,21DEC2020:00:00:00,testeos,Callao | USAM,F,60-69,40
664,21DEC2020:00:00:00,testeos,Callao | USAM,F,70-79,15
665,21DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,2
666,21DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,3
667,21DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,27
668,21DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,38
669,21DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,34
670,21DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,23
671,21DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,34
672,21DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,18
673,21DEC2020:00:00:00,testeos,Callao | USAM,M,80 y más,2
674,21DEC2020:00:00:00,testeos,CEC,F,0-19,34
675,21DEC2020:00:00:00,testeos,CEC,F,20-29,48
676,21DEC2020:00:00:00,testeos,CEC,F,30-39,144
677,21DEC2020:00:00:00,testeos,CEC,F,40-49,140
678,21DEC2020:00:00:00,testeos,CEC,F,50-59,70
679,21DEC2020:00:00:00,testeos,CEC,F,60-69,83
680,21DEC2020:00:00:00,testeos,CEC,F,70-79,40
681,21DEC2020:00:00:00,testeos,CEC,F,80 y más,8
682,21DEC2020:00:00:00,testeos,CEC,M,0-19,35
683,21DEC2020:00:00:00,testeos,CEC,M,20-29,60
684,21DEC2020:00:00:00,testeos,CEC,M,30-39,148
685,21DEC2020:00:00:00,testeos,CEC,M,40-49,142
686,21DEC2020:00:00:00,testeos,CEC,M,50-59,75
687,21DEC2020:00:00:00,testeos,CEC,M,60-69,100
688,21DEC2020:00:00:00,testeos,CEC,M,70-79,51
689,21DEC2020:00:00:00,testeos,CEC,M,80 y más,6
690,21DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,6
691,21DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,10
692,21DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,11
693,21DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,16
694,21DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,17
695,12DEC2020:00:00:00,testeos,CEC,M,70-79,18
696,12DEC2020:00:00:00,testeos,CEC,M,80 y más,1
697,12DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,17
698,12DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,19
699,12DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,29
700,12DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,25
701,12DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,20
702,12DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,16
703,12DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,4
704,12DEC2020:00:00:00,testeos,Club San Lorenzo,F,80 y más,1
705,12DEC2020:00:00:00,testeos,Club San Lorenzo,M,0-19,3
706,12DEC2020:00:00:00,testeos,Club San Lorenzo,M,20-29,18
707,12DEC2020:00:00:00,testeos,Club San Lorenzo,M,30-39,18
708,12DEC2020:00:00:00,testeos,Club San Lorenzo,M,40-49,29
709,12DEC2020:00:00:00,testeos,Club San Lorenzo,M,50-59,18
710,12DEC2020:00:00:00,testeos,Club San Lorenzo,M,60-69,16
711,12DEC2020:00:00:00,testeos,Club San Lorenzo,M,70-79,5
712,12DEC2020:00:00:00,testeos,Club San Lorenzo,M,80 y más,1
713,12DEC2020:00:00:00,testeos,Edificio Munich,F,0-19,31
714,12DEC2020:00:00:00,testeos,Edificio Munich,F,20-29,90
715,12DEC2020:00:00:00,testeos,Edificio Munich,F,30-39,89
716,12DEC2020:00:00:00,testeos,Edificio Munich,F,40-49,65
717,12DEC2020:00:00:00,testeos,Edificio Munich,F,50-59,54
718,12DEC2020:00:00:00,testeos,Edificio Munich,F,60-69,31
719,12DEC2020:00:00:00,testeos,Edificio Munich,F,70-79,10
720,12DEC2020:00:00:00,testeos,Edificio Munich,F,80 y más,5
721,12DEC2020:00:00:00,testeos,Edificio Munich,M,0-19,24
722,12DEC2020:00:00:00,testeos,Edificio Munich,M,20-29,54
723,12DEC2020:00:00:00,testeos,Edificio Munich,M,30-39,81
724,12DEC2020:00:00:00,testeos,Edificio Munich,M,40-49,62
725,12DEC2020:00:00:00,testeos,Edificio Munich,M,50-59,60
726,12DEC2020:00:00:00,testeos,Edificio Munich,M,60-69,30
727,12DEC2020:00:00:00,testeos,Edificio Munich,M,70-79,13
728,12DEC2020:00:00:00,testeos,Edificio Munich,M,80 y más,1
729,12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,0-19,9
730,12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,20-29,44
731,12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,30-39,19
732,12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,40-49,24
733,12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,50-59,22
734,12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,60-69,18
735,12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,70-79,11
736,12DEC2020:00:00:00,testeos,Terminal Dellepiane,F,80 y más,3
737,12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,0-19,7
738,12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,20-29,30
739,12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,30-39,20
740,12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,40-49,22
741,12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,50-59,17
742,12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,60-69,11
743,12DEC2020:00:00:00,testeos,Terminal Dellepiane,M,70-79,7
744,12DEC2020:00:00:00,positivos,Callao | USAM,M,30-39,1
745,12DEC2020:00:00:00,positivos,CEC,M,40-49,2
746,12DEC2020:00:00:00,positivos,Club San Lorenzo,M,40-49,1
747,12DEC2020:00:00:00,positivos,Edificio Munich,F,20-29,2
748,12DEC2020:00:00:00,positivos,Terminal Dellepiane,F,20-29,1
749,12DEC2020:00:00:00,positivos,Terminal Dellepiane,M,60-69,1
750,13DEC2020:00:00:00,testeos,Callao | USAM,F,0-19,13
751,13DEC2020:00:00:00,testeos,Callao | USAM,F,20-29,41
752,13DEC2020:00:00:00,testeos,Callao | USAM,F,30-39,88
753,13DEC2020:00:00:00,testeos,Callao | USAM,F,40-49,36
754,13DEC2020:00:00:00,testeos,Callao | USAM,F,50-59,54
755,13DEC2020:00:00:00,testeos,Callao | USAM,F,60-69,20
756,13DEC2020:00:00:00,testeos,Callao | USAM,F,70-79,9
757,13DEC2020:00:00:00,testeos,Callao | USAM,F,80 y más,3
758,13DEC2020:00:00:00,testeos,Callao | USAM,M,0-19,9
759,13DEC2020:00:00:00,testeos,Callao | USAM,M,20-29,28
760,13DEC2020:00:00:00,testeos,Callao | USAM,M,30-39,57
761,13DEC2020:00:00:00,testeos,Callao | USAM,M,40-49,38
762,13DEC2020:00:00:00,testeos,Callao | USAM,M,50-59,44
763,13DEC2020:00:00:00,testeos,Callao | USAM,M,60-69,27
764,13DEC2020:00:00:00,testeos,Callao | USAM,M,70-79,11
765,13DEC2020:00:00:00,testeos,CEC,F,0-19,40
766,13DEC2020:00:00:00,testeos,CEC,F,20-29,67
767,13DEC2020:00:00:00,testeos,CEC,F,30-39,153
768,13DEC2020:00:00:00,testeos,CEC,F,40-49,125
769,13DEC2020:00:00:00,testeos,CEC,F,50-59,87
770,13DEC2020:00:00:00,testeos,CEC,F,60-69,66
771,13DEC2020:00:00:00,testeos,CEC,F,70-79,21
772,13DEC2020:00:00:00,testeos,CEC,F,80 y más,6
773,13DEC2020:00:00:00,testeos,CEC,M,0-19,32
774,13DEC2020:00:00:00,testeos,CEC,M,20-29,57
775,13DEC2020:00:00:00,testeos,CEC,M,30-39,134
776,13DEC2020:00:00:00,testeos,CEC,M,40-49,107
777,13DEC2020:00:00:00,testeos,CEC,M,50-59,73
778,13DEC2020:00:00:00,testeos,CEC,M,60-69,63
779,13DEC2020:00:00:00,testeos,CEC,M,70-79,27
780,13DEC2020:00:00:00,testeos,CEC,M,80 y más,4
781,13DEC2020:00:00:00,testeos,Club San Lorenzo,F,0-19,9
782,13DEC2020:00:00:00,testeos,Club San Lorenzo,F,20-29,13
783,13DEC2020:00:00:00,testeos,Club San Lorenzo,F,30-39,24
784,13DEC2020:00:00:00,testeos,Club San Lorenzo,F,40-49,19
785,13DEC2020:00:00:00,testeos,Club San Lorenzo,F,50-59,28
786,13DEC2020:00:00:00,testeos,Club San Lorenzo,F,60-69,18
787,13DEC2020:00:00:00,testeos,Club San Lorenzo,F,70-79,5
788,13DEC2020:00:00:00,testeos,Club San Lorenzo,F,80 y más,1
